# q=  0.00000000E+00  0.00000000E+00  0.31250000E-01  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      29     -0.62959345E-02     -0.84167056E-02     -0.16126673E-02     -0.27730652E-02
      30     -0.63702798E-02     -0.84167056E-02     -0.16447083E-02     -0.27730652E-02
      31     -0.64283927E-02     -0.84167056E-02     -0.16670080E-02     -0.27730652E-02
      32     -0.64832754E-02     -0.84167056E-02     -0.16871939E-02     -0.27730652E-02
      33     -0.65630452E-02     -0.84167056E-02     -0.17251132E-02     -0.27730652E-02
      34     -0.66295161E-02     -0.84167056E-02     -0.17609123E-02     -0.27730652E-02
      35     -0.66737030E-02     -0.84167056E-02     -0.17853315E-02     -0.27730652E-02
      36     -0.67103584E-02     -0.84167056E-02     -0.18056532E-02     -0.27730652E-02
      37     -0.67422739E-02     -0.84167056E-02     -0.18296041E-02     -0.27730652E-02
      38     -0.67782846E-02     -0.84167056E-02     -0.18536155E-02     -0.27730652E-02
      39     -0.68340567E-02     -0.84167056E-02     -0.18780822E-02     -0.27730652E-02
      40     -0.68809931E-02     -0.84167056E-02     -0.19023944E-02     -0.27730652E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.28125000E+00  (qpt 9)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19699652E-02     -0.91612282E-02     -0.14509753E-03     -0.27556675E-02
       2     -0.26047020E-02     -0.91612282E-02     -0.27495458E-03     -0.27556675E-02
       3     -0.33646638E-02     -0.91612282E-02     -0.40276529E-03     -0.27556675E-02
       4     -0.37700778E-02     -0.91612282E-02     -0.47731706E-03     -0.27556675E-02
       5     -0.43064434E-02     -0.91612282E-02     -0.57257151E-03     -0.27556675E-02
       6     -0.46652756E-02     -0.91612282E-02     -0.64036851E-03     -0.27556675E-02
       7     -0.50772379E-02     -0.91612282E-02     -0.71124860E-03     -0.27556675E-02
       8     -0.53719565E-02     -0.91612282E-02     -0.76932843E-03     -0.27556675E-02
       9     -0.56823299E-02     -0.91612282E-02     -0.83439589E-03     -0.27556675E-02
      10     -0.59754383E-02     -0.91612282E-02     -0.89946311E-03     -0.27556675E-02
      11     -0.60048448E-02     -0.91612282E-02     -0.94867544E-03     -0.27556675E-02
      12     -0.60472709E-02     -0.91612282E-02     -0.99581868E-03     -0.27556675E-02
      13     -0.60898629E-02     -0.91612282E-02     -0.10375994E-02     -0.27556675E-02
      14     -0.61326864E-02     -0.91612282E-02     -0.10850540E-02     -0.27556675E-02
      15     -0.61641292E-02     -0.91612282E-02     -0.11187786E-02     -0.27556675E-02
      16     -0.62129048E-02     -0.91612282E-02     -0.11754037E-02     -0.27556675E-02
      17     -0.62468334E-02     -0.91612282E-02     -0.12244613E-02     -0.27556675E-02
      18     -0.62913814E-02     -0.91612282E-02     -0.12825376E-02     -0.27556675E-02
      19     -0.63359469E-02     -0.91612282E-02     -0.13210086E-02     -0.27556675E-02
      20     -0.63708213E-02     -0.91612282E-02     -0.13686922E-02     -0.27556675E-02
      21     -0.64121064E-02     -0.91612282E-02     -0.13929710E-02     -0.27556675E-02
      22     -0.64596229E-02     -0.91612282E-02     -0.14353416E-02     -0.27556675E-02
      23     -0.64895212E-02     -0.91612282E-02     -0.14636770E-02     -0.27556675E-02
      24     -0.65166806E-02     -0.91612282E-02     -0.14885774E-02     -0.27556675E-02
      25     -0.65399843E-02     -0.91612282E-02     -0.15110675E-02     -0.27556675E-02
      26     -0.65553642E-02     -0.91612282E-02     -0.15262396E-02     -0.27556675E-02
      27     -0.65882143E-02     -0.91612282E-02     -0.15478808E-02     -0.27556675E-02
      28     -0.66449061E-02     -0.91612282E-02     -0.15834497E-02     -0.27556675E-02
      29     -0.66734471E-02     -0.91612282E-02     -0.16055672E-02     -0.27556675E-02
      30     -0.67589576E-02     -0.91612282E-02     -0.16371750E-02     -0.27556675E-02
      31     -0.68256764E-02     -0.91612282E-02     -0.16597210E-02     -0.27556675E-02
      32     -0.68887492E-02     -0.91612282E-02     -0.16800787E-02     -0.27556675E-02
      33     -0.69810434E-02     -0.91612282E-02     -0.17173256E-02     -0.27556675E-02
      34     -0.70576580E-02     -0.91612282E-02     -0.17530745E-02     -0.27556675E-02
      35     -0.71089783E-02     -0.91612282E-02     -0.17775959E-02     -0.27556675E-02
      36     -0.71526998E-02     -0.91612282E-02     -0.17979524E-02     -0.27556675E-02
      37     -0.71909692E-02     -0.91612282E-02     -0.18216532E-02     -0.27556675E-02
      38     -0.72342554E-02     -0.91612282E-02     -0.18456104E-02     -0.27556675E-02
      39     -0.72992287E-02     -0.91612282E-02     -0.18696808E-02     -0.27556675E-02
      40     -0.73535527E-02     -0.91612282E-02     -0.18937239E-02     -0.27556675E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.31250000E+00  (qpt 10)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19379367E-02     -0.98261038E-02     -0.12406960E-03     -0.31374191E-02
       2     -0.25887114E-02     -0.98261038E-02     -0.22927389E-03     -0.31374191E-02
       3     -0.33568133E-02     -0.98261038E-02     -0.33401922E-03     -0.31374191E-02
       4     -0.37668618E-02     -0.98261038E-02     -0.40526726E-03     -0.31374191E-02
       5     -0.43110203E-02     -0.98261038E-02     -0.48419672E-03     -0.31374191E-02
       6     -0.46933780E-02     -0.98261038E-02     -0.54917892E-03     -0.31374191E-02
       7     -0.51212487E-02     -0.98261038E-02     -0.61358324E-03     -0.31374191E-02
       8     -0.54589975E-02     -0.98261038E-02     -0.67064557E-03     -0.31374191E-02
       9     -0.58037520E-02     -0.98261038E-02     -0.72590439E-03     -0.31374191E-02
      10     -0.61755273E-02     -0.98261038E-02     -0.77923299E-03     -0.31374191E-02
      11     -0.62140141E-02     -0.98261038E-02     -0.81529121E-03     -0.31374191E-02
      12     -0.62644985E-02     -0.98261038E-02     -0.85427767E-03     -0.31374191E-02
      13     -0.63158181E-02     -0.98261038E-02     -0.88713730E-03     -0.31374191E-02
      14     -0.63686416E-02     -0.98261038E-02     -0.92622151E-03     -0.31374191E-02
      15     -0.64044981E-02     -0.98261038E-02     -0.95395676E-03     -0.31374191E-02
      16     -0.64594795E-02     -0.98261038E-02     -0.10013829E-02     -0.31374191E-02
      17     -0.64984403E-02     -0.98261038E-02     -0.10378672E-02     -0.31374191E-02
      18     -0.65481662E-02     -0.98261038E-02     -0.10814538E-02     -0.31374191E-02
      19     -0.65982704E-02     -0.98261038E-02     -0.11147226E-02     -0.31374191E-02
      20     -0.66369503E-02     -0.98261038E-02     -0.11451108E-02     -0.31374191E-02
      21     -0.66866961E-02     -0.98261038E-02     -0.11669525E-02     -0.31374191E-02
      22     -0.67439209E-02     -0.98261038E-02     -0.11939695E-02     -0.31374191E-02
      23     -0.67782147E-02     -0.98261038E-02     -0.12197392E-02     -0.31374191E-02
      24     -0.68099120E-02     -0.98261038E-02     -0.12370011E-02     -0.31374191E-02
      25     -0.68374894E-02     -0.98261038E-02     -0.12523021E-02     -0.31374191E-02
      26     -0.68553474E-02     -0.98261038E-02     -0.12633570E-02     -0.31374191E-02
      27     -0.68936476E-02     -0.98261038E-02     -0.12829679E-02     -0.31374191E-02
      28     -0.69597576E-02     -0.98261038E-02     -0.13170917E-02     -0.31374191E-02
      29     -0.69936582E-02     -0.98261038E-02     -0.13389576E-02     -0.31374191E-02
      30     -0.70888970E-02     -0.98261038E-02     -0.13909933E-02     -0.31374191E-02
      31     -0.71634586E-02     -0.98261038E-02     -0.14376577E-02     -0.31374191E-02
      32     -0.72342772E-02     -0.98261038E-02     -0.14846266E-02     -0.31374191E-02
      33     -0.73389059E-02     -0.98261038E-02     -0.15478930E-02     -0.31374191E-02
      34     -0.74256902E-02     -0.98261038E-02     -0.16100877E-02     -0.31374191E-02
      35     -0.74843108E-02     -0.98261038E-02     -0.16495970E-02     -0.31374191E-02
      36     -0.75356519E-02     -0.98261038E-02     -0.16838357E-02     -0.31374191E-02
      37     -0.75800073E-02     -0.98261038E-02     -0.17135753E-02     -0.31374191E-02
      38     -0.76300774E-02     -0.98261038E-02     -0.17444408E-02     -0.31374191E-02
      39     -0.77034215E-02     -0.98261038E-02     -0.17883300E-02     -0.31374191E-02
      40     -0.77646971E-02     -0.98261038E-02     -0.18291941E-02     -0.31374191E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.34375000E+00  (qpt 11)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19154376E-02     -0.10417433E-01     -0.15226559E-03     -0.27895362E-02
       2     -0.25765899E-02     -0.10417433E-01     -0.28228674E-03     -0.27895362E-02
       3     -0.33495472E-02     -0.10417433E-01     -0.41144018E-03     -0.27895362E-02
       4     -0.37579290E-02     -0.10417433E-01     -0.48167511E-03     -0.27895362E-02
       5     -0.43032210E-02     -0.10417433E-01     -0.57382512E-03     -0.27895362E-02
       6     -0.46986718E-02     -0.10417433E-01     -0.64899284E-03     -0.27895362E-02
       7     -0.51362709E-02     -0.10417433E-01     -0.71910424E-03     -0.27895362E-02
       8     -0.55044215E-02     -0.10417433E-01     -0.78388276E-03     -0.27895362E-02
       9     -0.58757681E-02     -0.10417433E-01     -0.84617241E-03     -0.27895362E-02
      10     -0.63169279E-02     -0.10417433E-01     -0.90969670E-03     -0.27895362E-02
      11     -0.63683185E-02     -0.10417433E-01     -0.96207995E-03     -0.27895362E-02
      12     -0.64293364E-02     -0.10417433E-01     -0.10075100E-02     -0.27895362E-02
      13     -0.64914713E-02     -0.10417433E-01     -0.10494020E-02     -0.27895362E-02
      14     -0.65557088E-02     -0.10417433E-01     -0.10967396E-02     -0.27895362E-02
      15     -0.65976256E-02     -0.10417433E-01     -0.11312060E-02     -0.27895362E-02
      16     -0.66591627E-02     -0.10417433E-01     -0.11892438E-02     -0.27895362E-02
      17     -0.67031125E-02     -0.10417433E-01     -0.12373469E-02     -0.27895362E-02
      18     -0.67576807E-02     -0.10417433E-01     -0.12959847E-02     -0.27895362E-02
      19     -0.68125055E-02     -0.10417433E-01     -0.13368635E-02     -0.27895362E-02
      20     -0.68548685E-02     -0.10417433E-01     -0.13851331E-02     -0.27895362E-02
      21     -0.69122659E-02     -0.10417433E-01     -0.14113468E-02     -0.27895362E-02
      22     -0.69784907E-02     -0.10417433E-01     -0.14514493E-02     -0.27895362E-02
      23     -0.70172633E-02     -0.10417433E-01     -0.14832231E-02     -0.27895362E-02
      24     -0.70536928E-02     -0.10417433E-01     -0.15086357E-02     -0.27895362E-02
      25     -0.70857011E-02     -0.10417433E-01     -0.15305610E-02     -0.27895362E-02
      26     -0.71060541E-02     -0.10417433E-01     -0.15462262E-02     -0.27895362E-02
      27     -0.71492931E-02     -0.10417433E-01     -0.15674145E-02     -0.27895362E-02
      28     -0.72239481E-02     -0.10417433E-01     -0.16039220E-02     -0.27895362E-02
      29     -0.72621562E-02     -0.10417433E-01     -0.16258583E-02     -0.27895362E-02
      30     -0.73663725E-02     -0.10417433E-01     -0.16576414E-02     -0.27895362E-02
      31     -0.74477839E-02     -0.10417433E-01     -0.16826021E-02     -0.27895362E-02
      32     -0.75256748E-02     -0.10417433E-01     -0.17041437E-02     -0.27895362E-02
      33     -0.76424583E-02     -0.10417433E-01     -0.17424807E-02     -0.27895362E-02
      34     -0.77397405E-02     -0.10417433E-01     -0.17784783E-02     -0.27895362E-02
      35     -0.78053665E-02     -0.10417433E-01     -0.18042395E-02     -0.27895362E-02
      36     -0.78646879E-02     -0.10417433E-01     -0.18257006E-02     -0.27895362E-02
      37     -0.79152997E-02     -0.10417433E-01     -0.18504908E-02     -0.27895362E-02
      38     -0.79716288E-02     -0.10417433E-01     -0.18727126E-02     -0.27895362E-02
      39     -0.80523859E-02     -0.10417433E-01     -0.18981634E-02     -0.27895362E-02
      40     -0.81199624E-02     -0.10417433E-01     -0.19220842E-02     -0.27895362E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.37500000E+00  (qpt 12)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19034819E-02     -0.10938718E-01     -0.10518451E-03     -0.33231372E-02
       2     -0.25708777E-02     -0.10938718E-01     -0.19202498E-03     -0.33231372E-02
       3     -0.33465387E-02     -0.10938718E-01     -0.27873536E-03     -0.33231372E-02
       4     -0.37502100E-02     -0.10938718E-01     -0.33929313E-03     -0.33231372E-02
       5     -0.42914179E-02     -0.10938718E-01     -0.39739652E-03     -0.33231372E-02
       6     -0.46913367E-02     -0.10938718E-01     -0.45210655E-03     -0.33231372E-02
       7     -0.51325440E-02     -0.10938718E-01     -0.49810062E-03     -0.33231372E-02
       8     -0.55170477E-02     -0.10938718E-01     -0.53629672E-03     -0.33231372E-02
       9     -0.59063498E-02     -0.10938718E-01     -0.57394315E-03     -0.33231372E-02
      10     -0.64075557E-02     -0.10938718E-01     -0.61479753E-03     -0.33231372E-02
      11     -0.64749066E-02     -0.10938718E-01     -0.65051268E-03     -0.33231372E-02
      12     -0.65495690E-02     -0.10938718E-01     -0.68235027E-03     -0.33231372E-02
      13     -0.66242095E-02     -0.10938718E-01     -0.70646209E-03     -0.33231372E-02
      14     -0.67018814E-02     -0.10938718E-01     -0.74025343E-03     -0.33231372E-02
      15     -0.67517601E-02     -0.10938718E-01     -0.76211967E-03     -0.33231372E-02
      16     -0.68214716E-02     -0.10938718E-01     -0.80179235E-03     -0.33231372E-02
      17     -0.68706785E-02     -0.10938718E-01     -0.83406498E-03     -0.33231372E-02
      18     -0.69298801E-02     -0.10938718E-01     -0.86935161E-03     -0.33231372E-02
      19     -0.69891069E-02     -0.10938718E-01     -0.89744617E-03     -0.33231372E-02
      20     -0.70347167E-02     -0.10938718E-01     -0.92336594E-03     -0.33231372E-02
      21     -0.70986765E-02     -0.10938718E-01     -0.93997272E-03     -0.33231372E-02
      22     -0.71726234E-02     -0.10938718E-01     -0.96521825E-03     -0.33231372E-02
      23     -0.72156201E-02     -0.10938718E-01     -0.98803419E-03     -0.33231372E-02
      24     -0.72571250E-02     -0.10938718E-01     -0.10027342E-02     -0.33231372E-02
      25     -0.72937266E-02     -0.10938718E-01     -0.10164627E-02     -0.33231372E-02
      26     -0.73165571E-02     -0.10938718E-01     -0.10253875E-02     -0.33231372E-02
      27     -0.73634473E-02     -0.10938718E-01     -0.10434461E-02     -0.33231372E-02
      28     -0.74461440E-02     -0.10938718E-01     -0.10770486E-02     -0.33231372E-02
      29     -0.74880518E-02     -0.10938718E-01     -0.10996750E-02     -0.33231372E-02
      30     -0.75998079E-02     -0.10938718E-01     -0.11657103E-02     -0.33231372E-02
      31     -0.76869238E-02     -0.10938718E-01     -0.12331663E-02     -0.33231372E-02
      32     -0.77712368E-02     -0.10938718E-01     -0.12964995E-02     -0.33231372E-02
      33     -0.78998894E-02     -0.10938718E-01     -0.13720792E-02     -0.33231372E-02
      34     -0.80079423E-02     -0.10938718E-01     -0.14502399E-02     -0.33231372E-02
      35     -0.80798812E-02     -0.10938718E-01     -0.14996239E-02     -0.33231372E-02
      36     -0.81469798E-02     -0.10938718E-01     -0.15435703E-02     -0.33231372E-02
      37     -0.82036803E-02     -0.10938718E-01     -0.15784494E-02     -0.33231372E-02
      38     -0.82656957E-02     -0.10938718E-01     -0.16162807E-02     -0.33231372E-02
      39     -0.83529613E-02     -0.10938718E-01     -0.16707292E-02     -0.33231372E-02
      40     -0.84261536E-02     -0.10938718E-01     -0.17215270E-02     -0.33231372E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.40625000E+00  (qpt 13)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19048670E-02     -0.11394598E-01     -0.16477915E-03     -0.27559404E-02
       2     -0.25755294E-02     -0.11394598E-01     -0.29424320E-03     -0.27559404E-02
       3     -0.33526739E-02     -0.11394598E-01     -0.42289357E-03     -0.27559404E-02
       4     -0.37506705E-02     -0.11394598E-01     -0.49336481E-03     -0.27559404E-02
       5     -0.42851417E-02     -0.11394598E-01     -0.58142248E-03     -0.27559404E-02
       6     -0.46841494E-02     -0.11394598E-01     -0.65226107E-03     -0.27559404E-02
       7     -0.51245097E-02     -0.11394598E-01     -0.72214252E-03     -0.27559404E-02
       8     -0.55147369E-02     -0.11394598E-01     -0.78552357E-03     -0.27559404E-02
       9     -0.59132386E-02     -0.11394598E-01     -0.84503708E-03     -0.27559404E-02
      10     -0.64039375E-02     -0.11394598E-01     -0.90571400E-03     -0.27559404E-02
      11     -0.65460570E-02     -0.11394598E-01     -0.95707787E-03     -0.27559404E-02
      12     -0.66365555E-02     -0.11394598E-01     -0.10012485E-02     -0.27559404E-02
      13     -0.67233949E-02     -0.11394598E-01     -0.10423183E-02     -0.27559404E-02
      14     -0.68146924E-02     -0.11394598E-01     -0.10890246E-02     -0.27559404E-02
      15     -0.68754836E-02     -0.11394598E-01     -0.11230032E-02     -0.27559404E-02
      16     -0.69565437E-02     -0.11394598E-01     -0.11799347E-02     -0.27559404E-02
      17     -0.70118979E-02     -0.11394598E-01     -0.12275645E-02     -0.27559404E-02
      18     -0.70757270E-02     -0.11394598E-01     -0.12837927E-02     -0.27559404E-02
      19     -0.71392916E-02     -0.11394598E-01     -0.13240525E-02     -0.27559404E-02
      20     -0.71877412E-02     -0.11394598E-01     -0.13710724E-02     -0.27559404E-02
      21     -0.72572410E-02     -0.11394598E-01     -0.13970366E-02     -0.27559404E-02
      22     -0.73374825E-02     -0.11394598E-01     -0.14365041E-02     -0.27559404E-02
      23     -0.73842521E-02     -0.11394598E-01     -0.14671565E-02     -0.27559404E-02
      24     -0.74309837E-02     -0.11394598E-01     -0.14915037E-02     -0.27559404E-02
      25     -0.74721213E-02     -0.11394598E-01     -0.15133792E-02     -0.27559404E-02
      26     -0.74968993E-02     -0.11394598E-01     -0.15282850E-02     -0.27559404E-02
      27     -0.75470552E-02     -0.11394598E-01     -0.15490796E-02     -0.27559404E-02
      28     -0.76367036E-02     -0.11394598E-01     -0.15841617E-02     -0.27559404E-02
      29     -0.76816140E-02     -0.11394598E-01     -0.16057699E-02     -0.27559404E-02
      30     -0.77991877E-02     -0.11394598E-01     -0.16371024E-02     -0.27559404E-02
      31     -0.78914162E-02     -0.11394598E-01     -0.16619276E-02     -0.27559404E-02
      32     -0.79815115E-02     -0.11394598E-01     -0.16842045E-02     -0.27559404E-02
      33     -0.81213578E-02     -0.11394598E-01     -0.17220658E-02     -0.27559404E-02
      34     -0.82399465E-02     -0.11394598E-01     -0.17582074E-02     -0.27559404E-02
      35     -0.83174631E-02     -0.11394598E-01     -0.17840282E-02     -0.27559404E-02
      36     -0.83914237E-02     -0.11394598E-01     -0.18053895E-02     -0.27559404E-02
      37     -0.84536852E-02     -0.11394598E-01     -0.18298179E-02     -0.27559404E-02
      38     -0.85207268E-02     -0.11394598E-01     -0.18518361E-02     -0.27559404E-02
      39     -0.86136721E-02     -0.11394598E-01     -0.18770144E-02     -0.27559404E-02
      40     -0.86917411E-02     -0.11394598E-01     -0.19004445E-02     -0.27559404E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.43750000E+00  (qpt 14)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19245086E-02     -0.11793860E-01     -0.99974230E-04     -0.32144395E-02
       2     -0.25962971E-02     -0.11793860E-01     -0.19900855E-03     -0.32144395E-02
       3     -0.33744571E-02     -0.11793860E-01     -0.29430358E-03     -0.32144395E-02
       4     -0.37669520E-02     -0.11793860E-01     -0.36242476E-03     -0.32144395E-02
       5     -0.42942967E-02     -0.11793860E-01     -0.43807543E-03     -0.32144395E-02
       6     -0.46898359E-02     -0.11793860E-01     -0.50514176E-03     -0.32144395E-02
       7     -0.51270996E-02     -0.11793860E-01     -0.56730223E-03     -0.32144395E-02
       8     -0.55167801E-02     -0.11793860E-01     -0.62349375E-03     -0.32144395E-02
       9     -0.59173483E-02     -0.11793860E-01     -0.67481989E-03     -0.32144395E-02
      10     -0.63969963E-02     -0.11793860E-01     -0.72778745E-03     -0.32144395E-02
      11     -0.65509034E-02     -0.11793860E-01     -0.76710116E-03     -0.32144395E-02
      12     -0.66575058E-02     -0.11793860E-01     -0.80681713E-03     -0.32144395E-02
      13     -0.67533191E-02     -0.11793860E-01     -0.83914052E-03     -0.32144395E-02
      14     -0.69062717E-02     -0.11793860E-01     -0.87954626E-03     -0.32144395E-02
      15     -0.69796019E-02     -0.11793860E-01     -0.90643066E-03     -0.32144395E-02
      16     -0.70752228E-02     -0.11793860E-01     -0.95264428E-03     -0.32144395E-02
      17     -0.71384225E-02     -0.11793860E-01     -0.98972393E-03     -0.32144395E-02
      18     -0.72073045E-02     -0.11793860E-01     -0.10326631E-02     -0.32144395E-02
      19     -0.72755234E-02     -0.11793860E-01     -0.10654287E-02     -0.32144395E-02
      20     -0.73266306E-02     -0.11793860E-01     -0.10955334E-02     -0.32144395E-02
      21     -0.74008032E-02     -0.11793860E-01     -0.11152529E-02     -0.32144395E-02
      22     -0.74862291E-02     -0.11793860E-01     -0.11423761E-02     -0.32144395E-02
      23     -0.75361929E-02     -0.11793860E-01     -0.11675203E-02     -0.32144395E-02
      24     -0.75876138E-02     -0.11793860E-01     -0.11835884E-02     -0.32144395E-02
      25     -0.76328869E-02     -0.11793860E-01     -0.11980900E-02     -0.32144395E-02
      26     -0.76598656E-02     -0.11793860E-01     -0.12079435E-02     -0.32144395E-02
      27     -0.77123043E-02     -0.11793860E-01     -0.12261287E-02     -0.32144395E-02
      28     -0.78077518E-02     -0.11793860E-01     -0.12590273E-02     -0.32144395E-02
      29     -0.78552665E-02     -0.11793860E-01     -0.12802226E-02     -0.32144395E-02
      30     -0.79774027E-02     -0.11793860E-01     -0.13363642E-02     -0.32144395E-02
      31     -0.80738143E-02     -0.11793860E-01     -0.13883409E-02     -0.32144395E-02
      32     -0.81689099E-02     -0.11793860E-01     -0.14397777E-02     -0.32144395E-02
      33     -0.83186167E-02     -0.11793860E-01     -0.15074635E-02     -0.32144395E-02
      34     -0.84468721E-02     -0.11793860E-01     -0.15741857E-02     -0.32144395E-02
      35     -0.85294617E-02     -0.11793860E-01     -0.16135423E-02     -0.32144395E-02
      36     -0.86092890E-02     -0.11793860E-01     -0.16506396E-02     -0.32144395E-02
      37     -0.86764291E-02     -0.11793860E-01     -0.16819581E-02     -0.32144395E-02
      38     -0.87476226E-02     -0.11793860E-01     -0.17154613E-02     -0.32144395E-02
      39     -0.88455281E-02     -0.11793860E-01     -0.17626299E-02     -0.32144395E-02
      40     -0.89277461E-02     -0.11793860E-01     -0.18070196E-02     -0.32144395E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.46875000E+00  (qpt 15)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19707342E-02     -0.12160560E-01     -0.95394987E-04     -0.32921422E-02
       2     -0.26420577E-02     -0.12160560E-01     -0.18269867E-03     -0.32921422E-02
       3     -0.34213615E-02     -0.12160560E-01     -0.27791882E-03     -0.32921422E-02
       4     -0.38090961E-02     -0.12160560E-01     -0.34228480E-03     -0.32921422E-02
       5     -0.43303836E-02     -0.12160560E-01     -0.40756773E-03     -0.32921422E-02
       6     -0.47215669E-02     -0.12160560E-01     -0.46938172E-03     -0.32921422E-02
       7     -0.51551801E-02     -0.12160560E-01     -0.52513149E-03     -0.32921422E-02
       8     -0.55414730E-02     -0.12160560E-01     -0.57483241E-03     -0.32921422E-02
       9     -0.59398578E-02     -0.12160560E-01     -0.62215937E-03     -0.32921422E-02
      10     -0.64083122E-02     -0.12160560E-01     -0.67168054E-03     -0.32921422E-02
      11     -0.65726577E-02     -0.12160560E-01     -0.71176306E-03     -0.32921422E-02
      12     -0.66941537E-02     -0.12160560E-01     -0.74875200E-03     -0.32921422E-02
      13     -0.67959956E-02     -0.12160560E-01     -0.77788478E-03     -0.32921422E-02
      14     -0.69545713E-02     -0.12160560E-01     -0.81813266E-03     -0.32921422E-02
      15     -0.70384956E-02     -0.12160560E-01     -0.84297291E-03     -0.32921422E-02
      16     -0.71493911E-02     -0.12160560E-01     -0.88626082E-03     -0.32921422E-02
      17     -0.72636805E-02     -0.12160560E-01     -0.92346634E-03     -0.32921422E-02
      18     -0.73388771E-02     -0.12160560E-01     -0.96396869E-03     -0.32921422E-02
      19     -0.74128416E-02     -0.12160560E-01     -0.99507603E-03     -0.32921422E-02
      20     -0.74665665E-02     -0.12160560E-01     -0.10243230E-02     -0.32921422E-02
      21     -0.75447351E-02     -0.12160560E-01     -0.10422257E-02     -0.32921422E-02
      22     -0.76342445E-02     -0.12160560E-01     -0.10696629E-02     -0.32921422E-02
      23     -0.76869019E-02     -0.12160560E-01     -0.10930470E-02     -0.32921422E-02
      24     -0.77428440E-02     -0.12160560E-01     -0.11088084E-02     -0.32921422E-02
      25     -0.77918200E-02     -0.12160560E-01     -0.11230576E-02     -0.32921422E-02
      26     -0.78208579E-02     -0.12160560E-01     -0.11325900E-02     -0.32921422E-02
      27     -0.78747692E-02     -0.12160560E-01     -0.11506310E-02     -0.32921422E-02
      28     -0.79747893E-02     -0.12160560E-01     -0.11837947E-02     -0.32921422E-02
      29     -0.80244312E-02     -0.12160560E-01     -0.12052482E-02     -0.32921422E-02
      30     -0.81500152E-02     -0.12160560E-01     -0.12664375E-02     -0.32921422E-02
      31     -0.82498557E-02     -0.12160560E-01     -0.13248998E-02     -0.32921422E-02
      32     -0.83490326E-02     -0.12160560E-01     -0.13807276E-02     -0.32921422E-02
      33     -0.85065836E-02     -0.12160560E-01     -0.14523010E-02     -0.32921422E-02
      34     -0.86430625E-02     -0.12160560E-01     -0.15257191E-02     -0.32921422E-02
      35     -0.87303264E-02     -0.12160560E-01     -0.15700858E-02     -0.32921422E-02
      36     -0.88144316E-02     -0.12160560E-01     -0.16097827E-02     -0.32921422E-02
      37     -0.88861575E-02     -0.12160560E-01     -0.16435419E-02     -0.32921422E-02
      38     -0.89610349E-02     -0.12160560E-01     -0.16788092E-02     -0.32921422E-02
      39     -0.90633235E-02     -0.12160560E-01     -0.17303795E-02     -0.32921422E-02
      40     -0.91490444E-02     -0.12160560E-01     -0.17780187E-02     -0.32921422E-02
 
# q=  0.00000000E+00  0.00000000E+00  0.50000000E+00  (qpt 16)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.20589950E-02     -0.12517104E-01     -0.89794056E-04     -0.32686057E-02
       2     -0.27285435E-02     -0.12517104E-01     -0.17491398E-03     -0.32686057E-02
       3     -0.35095834E-02     -0.12517104E-01     -0.28160800E-03     -0.32686057E-02
       4     -0.38935605E-02     -0.12517104E-01     -0.34133832E-03     -0.32686057E-02
       5     -0.44107323E-02     -0.12517104E-01     -0.41570407E-03     -0.32686057E-02
       6     -0.47978315E-02     -0.12517104E-01     -0.47437336E-03     -0.32686057E-02
       7     -0.52283029E-02     -0.12517104E-01     -0.53644941E-03     -0.32686057E-02
       8     -0.56100962E-02     -0.12517104E-01     -0.58750602E-03     -0.32686057E-02
       9     -0.60045238E-02     -0.12517104E-01     -0.63894439E-03     -0.32686057E-02
      10     -0.64631035E-02     -0.12517104E-01     -0.69079819E-03     -0.32686057E-02
      11     -0.66353594E-02     -0.12517104E-01     -0.73173673E-03     -0.32686057E-02
      12     -0.67697132E-02     -0.12517104E-01     -0.76975826E-03     -0.32686057E-02
      13     -0.68761634E-02     -0.12517104E-01     -0.80014733E-03     -0.32686057E-02
      14     -0.70376920E-02     -0.12517104E-01     -0.84125565E-03     -0.32686057E-02
      15     -0.71282339E-02     -0.12517104E-01     -0.86692255E-03     -0.32686057E-02
      16     -0.72516740E-02     -0.12517104E-01     -0.91033517E-03     -0.32686057E-02
